[INFO ] [2021-05-30 09:26:51,771] Pre-condition: Initial browser driver
[INFO ] [2021-06-19 17:36:12,484] Edit Employee [Job]: Step 8 - Select 'Location' dropdown with value 'New York Sales Office' at 'Job' form
[INFO ] [2021-06-19 17:36:12,622] Edit Employee [Job]: Step 9 - Enter to 'Start Date' textbox with value '2021-02-01' at 'Job' form
[INFO ] [2021-06-19 17:36:12,795] Edit Employee [Job]: Step 10 - Enter to 'End Date' textbox with value '2022-02-01' at 'Job' form
[INFO ] [2021-06-19 17:36:12,989] Edit Employee [Job]: Step 11 - Click on Save button at 'Job' form
[INFO ] [2021-06-19 17:36:15,034] Edit Employee [Job]: Step 12 - Verify selected 'Job Title' dropdown actual result 'QA Engineer' is equal to expected result 'QA Engineer'
[INFO ] [2021-06-19 17:36:15,211]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:36:15,316] Edit Employee [Job]: Step 13 - Verify selected 'Employment Status' dropdown actual result 'Full-Time Contract' is equal to expected result 'Full-Time Contract'
[INFO ] [2021-06-19 17:36:15,411]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:36:15,569] Edit Employee [Job]: Step 14 - Verify selected 'Job Category' dropdown actual result 'Technicians' is equal to expected result 'Technicians'
[INFO ] [2021-06-19 17:36:15,689]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:36:15,749] Edit Employee [Job]: Step 15 - Verify edited 'Joined Date' textbox actual result '2020-12-01' is equal to expected result '2020-12-01'
[INFO ] [2021-06-19 17:36:15,810]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:36:15,988] Edit Employee [Job]: Step 16 - Verify selected 'Sub Unit' dropdown actual result '  Quality Assurance' is equal to expected result '  Quality Assurance'
[INFO ] [2021-06-19 17:36:16,092]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:36:16,209] Edit Employee [Job]: Step 17 - Verify selected 'Location' dropdown actual result 'New York Sales Office' is equal to expected result 'New York Sales Office'
[INFO ] [2021-06-19 17:36:16,317]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:36:16,371] Edit Employee [Job]: Step 18 - Verify edited 'Start Date' textbox actual result '2021-02-01' is equal to expected result '2021-02-01'
[INFO ] [2021-06-19 17:36:16,433]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:36:16,498] Edit Employee [Job]: Step 119 - Verify edited 'End Date' textbox actual result '2022-02-01' is equal to expected result '2022-02-01'
[INFO ] [2021-06-19 17:36:16,557]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:36:16,564] Edit Employee [Add Salary Component]: Step 1 - Click on 'Salary' tab
[INFO ] [2021-06-19 17:36:17,890] Edit Employee [Add Salary Component]: Step 2 - Click on Add button at 'Assigned Salary Components' form
[INFO ] [2021-06-19 17:36:18,006] Edit Employee [Add Salary Component]: Step 3 - Select 'Pay Grade' dropdown with value 'Grade 1' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 17:36:18,161] Edit Employee [Add Salary Component]: Step 4 - Enter to 'Salary Component' textbox with value 'SC123456' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 17:36:18,326] Edit Employee [Add Salary Component]: Step 5 - Select 'Pay Frequency' dropdown with value 'Monthly on first pay of month.' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 17:36:18,486] Edit Employee [Add Salary Component]: Step 6 - Select 'Currency' dropdown with value 'United States Dollar' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 17:36:18,668] Edit Employee [Add Salary Component]: Step 7 - Enter to 'Amount' textbox with value 'United States Dollar' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 17:36:18,812] Edit Employee [Add Salary Component]: Step 8 - Enter to 'Comment' textbox with value 'Auto add salary component.' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 17:36:19,015] Edit Employee [Add Salary Component]: Step 9 - Click on Save button at 'Assigned Salary Components' form
[INFO ] [2021-06-19 17:36:20,693] Edit Employee [Personal Details]: Step 10 - Verify message saved successfully displayed: 'Successfully Saved'
[INFO ] [2021-06-19 17:36:20,763]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:36:20,763] Edit Employee [Personal Details]: Step 10 - Verify added salary successfully
[INFO ] [2021-06-19 17:36:20,813]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:36:20,859]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:36:20,904]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:36:20,952]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:36:20,998]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:36:21,002] Edit Employee [Report To]: Step 1 - Click on 'Report-to' tab
[INFO ] [2021-06-19 17:36:22,514] Edit Employee [Report To]: Step 2 - Click on Add button at 'Add Supervisor' form
[INFO ] [2021-06-19 17:36:22,636] Edit Employee [Report To]: Step 3 - Enter to 'Name' textbox with value 'Jasmine Morgan' at 'Add Supervisor' form
[INFO ] [2021-06-19 17:36:24,197] Edit Employee [Report To]: Step 4 - Select 'Reporting Method' dropdown with value 'Direct' at 'Add Supervisor' form
[INFO ] [2021-06-19 17:36:24,371] Edit Employee [Report To]: Step 5 - Click on Save button at 'Add Supervisor' form
[INFO ] [2021-06-19 17:37:11,677] Pre-condition: Initial browser driver
[INFO ] [2021-06-19 17:37:28,389] Pre-condition: Step 1 - Enter to Username textbox
[INFO ] [2021-06-19 17:37:32,263] Pre-condition: Step 2 - Enter to Password textbox
[INFO ] [2021-06-19 17:37:32,494] Pre-condition: Step 3 - Click on Login button
[INFO ] [2021-06-19 17:37:38,304]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:37:38,398] Add Employee: Step 1 - Open menu page by name
[INFO ] [2021-06-19 17:37:42,482] Add Employee: Step 2 - Click on Add button at Employee list page
[INFO ] [2021-06-19 17:37:43,873] Add Employee: Step 3 - Enter to firstname textbox = 'Automation 311'
[INFO ] [2021-06-19 17:37:44,034] Add Employee: Step 4 - Enter to lastname textbox = 'Testing 220'
[INFO ] [2021-06-19 17:37:44,284] Add Employee: Step 5 - Get employeeID: '0287'
[INFO ] [2021-06-19 17:37:44,284] Add Employee: Step 6 - Click on Save button at Add Employee form
[INFO ] [2021-06-19 17:37:49,131] Add Employee: Step 7 - Verify Fullname is displayed at header Automation 311 Testing 220
[INFO ] [2021-06-19 17:37:49,211]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:37:49,271] Add Employee: Step 8 - Verify Firstname actual result 'Automation 311' is equal to expected result 'Automation 311'
[INFO ] [2021-06-19 17:37:49,333]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:37:49,397] Add Employee: Step 9 - Verify Lastname actual result 'Testing 220' is equal to expected result 'Testing 220'
[INFO ] [2021-06-19 17:37:49,457]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:37:49,538] Add Employee: Step 10 - Verify EmployeeID actual result '0287' is equal to expected result '0287'
[INFO ] [2021-06-19 17:37:49,600]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:37:49,789] Edit Employee [Personal Details]: Step 1 - Click on Edit button at 'Personal Details' form
[INFO ] [2021-06-19 17:37:49,893] Edit Employee [Personal Details]: Step 2 - Enter to 'First Name' textbox with value 'Manual 476'
[INFO ] [2021-06-19 17:37:50,068] Edit Employee [Personal Details]: Step 3 - Enter to 'Last Name' textbox with value 'Test 709'
[INFO ] [2021-06-19 17:37:50,277] Edit Employee [Personal Details]: Step 4 - Enter to 'SSN Number' textbox with value '252-260'
[INFO ] [2021-06-19 17:37:50,429] Edit Employee [Personal Details]: Step 5 - Select 'Gender' radio with value 'Male'
[INFO ] [2021-06-19 17:37:50,589] Edit Employee [Personal Details]: Step 6 - Select 'Marital Status' dropdown with value 'Single'
[INFO ] [2021-06-19 17:37:50,743] Edit Employee [Personal Details]: Step 7 - Select 'Nationality' dropdown with value 'Vietnamese'
[INFO ] [2021-06-19 17:37:50,884] Edit Employee [Personal Details]: Step 8 - Enter to 'Date of Birth' textbox with value '1993-05-22'
[INFO ] [2021-06-19 17:37:51,085] Edit Employee [Personal Details]: Step 9 - Click on Save button
[INFO ] [2021-06-19 17:37:52,888] Edit Employee [Personal Details]: Step 10 - Verify message saved successfully displayed: 'Successfully Saved'
[INFO ] [2021-06-19 17:37:52,950]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:37:53,013] Edit Employee [Personal Details]: Step 11 - Verify edited 'First Name' actual result 'Manual 476' is equal to expected result 'Manual 476'
[INFO ] [2021-06-19 17:37:53,075]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:37:53,137] Edit Employee [Personal Details]: Step 12 - Verify edited 'Last Name' actual result 'Test 709' is equal to expected result 'Test 709'
[INFO ] [2021-06-19 17:37:53,198]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:37:53,262] Edit Employee [Personal Details]: Step 13 - Verify edited 'SSN Number' actual result '252-260' is equal to expected result '252-260'
[INFO ] [2021-06-19 17:37:53,324]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:37:53,324] Edit Employee [Personal Details]: Step 14 - Verify 'Gender' radio button is selected with value: 'Male'
[INFO ] [2021-06-19 17:37:53,381]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:37:53,493] Edit Employee [Personal Details]: Step 15 - Verify selected 'Marital Status' dropdown actual result 'Single' is equal to expected result 'Single'
[INFO ] [2021-06-19 17:37:53,593]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:37:55,189] Edit Employee [Personal Details]: Step 16 - Verify selected 'Nationality' dropdown actual result 'Vietnamese' is equal to expected result 'Vietnamese'
[INFO ] [2021-06-19 17:37:56,188]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:37:56,244] Edit Employee [Personal Details]: Step 17 - Verify edited 'Date of Birth' textbox actual result '1993-05-22' is equal to expected result '1993-05-22'
[INFO ] [2021-06-19 17:37:56,305]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:37:56,314] Edit Employee [Job]: Step 1 - Click on 'Job' tab
[INFO ] [2021-06-19 17:37:57,738] Edit Employee [Job]: Step 2 - Click on Edit button at 'Job' form
[INFO ] [2021-06-19 17:37:57,863] Edit Employee [Job]: Step 3 - Select 'Job Title' dropdown with value 'QA Engineer' at 'Job' form
[INFO ] [2021-06-19 17:37:58,011] Edit Employee [Job]: Step 4 - Select 'Employment Status' dropdown with value 'Full-Time Contract' at 'Job' form
[INFO ] [2021-06-19 17:37:58,151] Edit Employee [Job]: Step 5 - Select 'Job Category' dropdown with value 'Technicians' at 'Job' form
[INFO ] [2021-06-19 17:37:58,295] Edit Employee [Job]: Step 6 - Enter to 'Joined Date' textbox with value '2020-12-01' at 'Job' form
[INFO ] [2021-06-19 17:37:58,499] Edit Employee [Job]: Step 7 - Select 'Sub Unit' dropdown with value '  Quality Assurance' at 'Job' form
[INFO ] [2021-06-19 17:38:18,682] Edit Employee [Job]: Step 8 - Select 'Location' dropdown with value 'New York Sales Office' at 'Job' form
[INFO ] [2021-06-19 17:38:18,816] Edit Employee [Job]: Step 9 - Enter to 'Start Date' textbox with value '2021-02-01' at 'Job' form
[INFO ] [2021-06-19 17:38:19,017] Edit Employee [Job]: Step 10 - Enter to 'End Date' textbox with value '2022-02-01' at 'Job' form
[INFO ] [2021-06-19 17:38:19,252] Edit Employee [Job]: Step 11 - Click on Save button at 'Job' form
[INFO ] [2021-06-19 17:38:21,825] Edit Employee [Job]: Step 12 - Verify selected 'Job Title' dropdown actual result 'QA Engineer' is equal to expected result 'QA Engineer'
[INFO ] [2021-06-19 17:38:22,002]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:38:22,121] Edit Employee [Job]: Step 13 - Verify selected 'Employment Status' dropdown actual result 'Full-Time Contract' is equal to expected result 'Full-Time Contract'
[INFO ] [2021-06-19 17:38:22,216]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:38:22,415] Edit Employee [Job]: Step 14 - Verify selected 'Job Category' dropdown actual result 'Technicians' is equal to expected result 'Technicians'
[INFO ] [2021-06-19 17:38:22,554]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:38:22,616] Edit Employee [Job]: Step 15 - Verify edited 'Joined Date' textbox actual result '2020-12-01' is equal to expected result '2020-12-01'
[INFO ] [2021-06-19 17:38:22,678]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:38:22,812] Edit Employee [Job]: Step 16 - Verify selected 'Sub Unit' dropdown actual result '  Quality Assurance' is equal to expected result '  Quality Assurance'
[INFO ] [2021-06-19 17:38:22,910]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:38:23,040] Edit Employee [Job]: Step 17 - Verify selected 'Location' dropdown actual result 'New York Sales Office' is equal to expected result 'New York Sales Office'
[INFO ] [2021-06-19 17:38:23,139]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:38:23,210] Edit Employee [Job]: Step 18 - Verify edited 'Start Date' textbox actual result '2021-02-01' is equal to expected result '2021-02-01'
[INFO ] [2021-06-19 17:38:23,271]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:38:23,335] Edit Employee [Job]: Step 119 - Verify edited 'End Date' textbox actual result '2022-02-01' is equal to expected result '2022-02-01'
[INFO ] [2021-06-19 17:38:23,397]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:38:23,405] Edit Employee [Add Salary Component]: Step 1 - Click on 'Salary' tab
[INFO ] [2021-06-19 17:38:25,464] Edit Employee [Add Salary Component]: Step 2 - Click on Add button at 'Assigned Salary Components' form
[INFO ] [2021-06-19 17:38:25,565] Edit Employee [Add Salary Component]: Step 3 - Select 'Pay Grade' dropdown with value 'Grade 1' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 17:38:25,719] Edit Employee [Add Salary Component]: Step 4 - Enter to 'Salary Component' textbox with value 'SC123456' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 17:38:25,887] Edit Employee [Add Salary Component]: Step 5 - Select 'Pay Frequency' dropdown with value 'Monthly on first pay of month.' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 17:38:26,037] Edit Employee [Add Salary Component]: Step 6 - Select 'Currency' dropdown with value 'United States Dollar' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 17:38:26,204] Edit Employee [Add Salary Component]: Step 7 - Enter to 'Amount' textbox with value 'United States Dollar' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 17:38:26,353] Edit Employee [Add Salary Component]: Step 8 - Enter to 'Comment' textbox with value 'Auto add salary component.' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 17:38:26,501] Edit Employee [Add Salary Component]: Step 9 - Click on Save button at 'Assigned Salary Components' form
[INFO ] [2021-06-19 17:38:30,754] Edit Employee [Personal Details]: Step 10 - Verify message saved successfully displayed: 'Successfully Saved'
[INFO ] [2021-06-19 17:38:30,829]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:38:30,829] Edit Employee [Personal Details]: Step 10 - Verify added salary successfully
[INFO ] [2021-06-19 17:38:30,876]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:38:30,934]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:38:30,995]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:38:31,040]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:38:31,085]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:38:31,092] Edit Employee [Report To]: Step 1 - Click on 'Report-to' tab
[INFO ] [2021-06-19 17:38:32,366] Edit Employee [Report To]: Step 2 - Click on Add button at 'Add Supervisor' form
[INFO ] [2021-06-19 17:38:32,514] Edit Employee [Report To]: Step 3 - Enter to 'Name' textbox with value 'Jasmine Morgan' at 'Add Supervisor' form
[INFO ] [2021-06-19 17:38:34,519] Edit Employee [Report To]: Step 4 - Select 'Reporting Method' dropdown with value 'Direct' at 'Add Supervisor' form
[INFO ] [2021-06-19 17:38:34,657] Edit Employee [Report To]: Step 5 - Click on Save button at 'Add Supervisor' form
[INFO ] [2021-06-19 17:38:36,219] Edit Employee [Report To]: Step 6 - Verify added salary successfully
[INFO ] [2021-06-19 17:38:36,267]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 17:38:36,314]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 21:15:18,500] Pre-condition: Initial browser driver
[INFO ] [2021-06-19 21:15:30,536] Pre-condition: Step 1 - Enter to Username textbox
[INFO ] [2021-06-19 21:15:30,739] Pre-condition: Step 2 - Enter to Password textbox
[INFO ] [2021-06-19 21:15:30,923] Pre-condition: Step 3 - Click on Login button
[INFO ] [2021-06-19 21:15:35,592]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 21:15:35,647] Add Employee: Step 1 - Open menu page by name
[INFO ] [2021-06-19 21:15:37,614] Add Employee: Step 2 - Click on Add button at Employee list page
[INFO ] [2021-06-19 21:15:38,461] Add Employee: Step 3 - Enter to firstname textbox = 'Automation 334'
[INFO ] [2021-06-19 21:15:38,635] Add Employee: Step 4 - Enter to lastname textbox = 'Testing 714'
[INFO ] [2021-06-19 21:15:38,916] Add Employee: Step 5 - Get employeeID: '0279'
[INFO ] [2021-06-19 21:15:38,916] Add Employee: Step 6 - Click on Save button at Add Employee form
[INFO ] [2021-06-19 21:15:40,925] Add Employee: Step 7 - Verify Fullname is displayed at header Automation 334 Testing 714
[INFO ] [2021-06-19 21:15:40,981]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 21:15:41,041] Add Employee: Step 8 - Verify Firstname actual result 'Automation 334' is equal to expected result 'Automation 334'
[INFO ] [2021-06-19 21:15:41,102]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 21:15:41,165] Add Employee: Step 9 - Verify Lastname actual result 'Testing 714' is equal to expected result 'Testing 714'
[INFO ] [2021-06-19 21:15:41,228]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 21:15:41,291] Add Employee: Step 10 - Verify EmployeeID actual result '0279' is equal to expected result '0279'
[INFO ] [2021-06-19 21:15:41,352]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 21:15:41,549] Edit Employee [Personal Details]: Step 1 - Click on Edit button at 'Personal Details' form
[INFO ] [2021-06-19 21:15:41,659] Edit Employee [Personal Details]: Step 2 - Enter to 'First Name' textbox with value 'Manual 188'
[INFO ] [2021-06-19 21:15:41,824] Edit Employee [Personal Details]: Step 3 - Enter to 'Last Name' textbox with value 'Test 443'
[INFO ] [2021-06-19 21:15:41,991] Edit Employee [Personal Details]: Step 4 - Enter to 'SSN Number' textbox with value '252-260'
[INFO ] [2021-06-19 21:15:42,137] Edit Employee [Personal Details]: Step 5 - Select 'Gender' radio with value 'Male'
[INFO ] [2021-06-19 21:15:42,292] Edit Employee [Personal Details]: Step 6 - Select 'Marital Status' dropdown with value 'Single'
[INFO ] [2021-06-19 21:15:42,446] Edit Employee [Personal Details]: Step 7 - Select 'Nationality' dropdown with value 'Vietnamese'
[INFO ] [2021-06-19 21:15:42,587] Edit Employee [Personal Details]: Step 8 - Enter to 'Date of Birth' textbox with value '1993-05-22'
[INFO ] [2021-06-19 21:15:42,791] Edit Employee [Personal Details]: Step 9 - Click on Save button
[INFO ] [2021-06-19 21:15:44,681] Edit Employee [Personal Details]: Step 10 - Verify message saved successfully displayed: 'Successfully Saved'
[INFO ] [2021-06-19 21:15:44,757]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 21:15:44,825] Edit Employee [Personal Details]: Step 11 - Verify edited 'First Name' actual result 'Manual 188' is equal to expected result 'Manual 188'
[INFO ] [2021-06-19 21:15:44,887]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 21:15:44,949] Edit Employee [Personal Details]: Step 12 - Verify edited 'Last Name' actual result 'Test 443' is equal to expected result 'Test 443'
[INFO ] [2021-06-19 21:15:45,012]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 21:15:45,074] Edit Employee [Personal Details]: Step 13 - Verify edited 'SSN Number' actual result '252-260' is equal to expected result '252-260'
[INFO ] [2021-06-19 21:15:45,136]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 21:15:45,136] Edit Employee [Personal Details]: Step 14 - Verify 'Gender' radio button is selected with value: 'Male'
[INFO ] [2021-06-19 21:15:45,195]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 21:15:45,305] Edit Employee [Personal Details]: Step 15 - Verify selected 'Marital Status' dropdown actual result 'Single' is equal to expected result 'Single'
[INFO ] [2021-06-19 21:15:45,429]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 21:15:46,980] Edit Employee [Personal Details]: Step 16 - Verify selected 'Nationality' dropdown actual result 'Vietnamese' is equal to expected result 'Vietnamese'
[INFO ] [2021-06-19 21:15:47,881]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 21:15:47,975] Edit Employee [Personal Details]: Step 17 - Verify edited 'Date of Birth' textbox actual result '1993-05-22' is equal to expected result '1993-05-22'
[INFO ] [2021-06-19 21:15:48,071]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 21:15:48,081] Edit Employee [Job]: Step 1 - Click on 'Job' tab
[INFO ] [2021-06-19 21:15:49,325] Edit Employee [Job]: Step 2 - Click on Edit button at 'Job' form
[INFO ] [2021-06-19 21:15:49,431] Edit Employee [Job]: Step 3 - Select 'Job Title' dropdown with value 'QA Engineer' at 'Job' form
[INFO ] [2021-06-19 21:15:49,569] Edit Employee [Job]: Step 4 - Select 'Employment Status' dropdown with value 'Full-Time Contract' at 'Job' form
[INFO ] [2021-06-19 21:15:49,710] Edit Employee [Job]: Step 5 - Select 'Job Category' dropdown with value 'Technicians' at 'Job' form
[INFO ] [2021-06-19 21:15:49,850] Edit Employee [Job]: Step 6 - Enter to 'Joined Date' textbox with value '2020-12-01' at 'Job' form
[INFO ] [2021-06-19 21:15:50,026] Edit Employee [Job]: Step 7 - Select 'Sub Unit' dropdown with value '  Quality Assurance' at 'Job' form
[INFO ] [2021-06-19 21:16:10,185] Edit Employee [Job]: Step 8 - Select 'Location' dropdown with value 'New York Sales Office' at 'Job' form
[INFO ] [2021-06-19 21:16:10,325] Edit Employee [Job]: Step 9 - Enter to 'Start Date' textbox with value '2021-02-01' at 'Job' form
[INFO ] [2021-06-19 21:16:10,497] Edit Employee [Job]: Step 10 - Enter to 'End Date' textbox with value '2022-02-01' at 'Job' form
[INFO ] [2021-06-19 21:16:10,690] Edit Employee [Job]: Step 11 - Click on Save button at 'Job' form
[INFO ] [2021-06-19 21:16:12,564] Edit Employee [Job]: Step 12 - Verify selected 'Job Title' dropdown actual result 'QA Engineer' is equal to expected result 'QA Engineer'
[INFO ] [2021-06-19 21:16:12,727]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 21:16:12,866] Edit Employee [Job]: Step 13 - Verify selected 'Employment Status' dropdown actual result 'Full-Time Contract' is equal to expected result 'Full-Time Contract'
[INFO ] [2021-06-19 21:16:12,959]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 21:16:13,201] Edit Employee [Job]: Step 14 - Verify selected 'Job Category' dropdown actual result 'Technicians' is equal to expected result 'Technicians'
[INFO ] [2021-06-19 21:16:13,333]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 21:16:13,394] Edit Employee [Job]: Step 15 - Verify edited 'Joined Date' textbox actual result '2020-12-01' is equal to expected result '2020-12-01'
[INFO ] [2021-06-19 21:16:13,457]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 21:16:13,585] Edit Employee [Job]: Step 16 - Verify selected 'Sub Unit' dropdown actual result '  Quality Assurance' is equal to expected result '  Quality Assurance'
[INFO ] [2021-06-19 21:16:13,705]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 21:16:13,881] Edit Employee [Job]: Step 17 - Verify selected 'Location' dropdown actual result 'New York Sales Office' is equal to expected result 'New York Sales Office'
[INFO ] [2021-06-19 21:16:13,982]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 21:16:14,036] Edit Employee [Job]: Step 18 - Verify edited 'Start Date' textbox actual result '2021-02-01' is equal to expected result '2021-02-01'
[INFO ] [2021-06-19 21:16:14,158]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 21:16:14,220] Edit Employee [Job]: Step 119 - Verify edited 'End Date' textbox actual result '2022-02-01' is equal to expected result '2022-02-01'
[INFO ] [2021-06-19 21:16:14,282]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 21:16:14,288] Edit Employee [Add Salary Component]: Step 1 - Click on 'Salary' tab
[INFO ] [2021-06-19 21:16:15,504] Edit Employee [Add Salary Component]: Step 2 - Click on Add button at 'Assigned Salary Components' form
[INFO ] [2021-06-19 21:16:15,642] Edit Employee [Add Salary Component]: Step 3 - Select 'Pay Grade' dropdown with value 'Grade 1' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 21:16:15,779] Edit Employee [Add Salary Component]: Step 4 - Enter to 'Salary Component' textbox with value 'SC123456' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 21:16:15,944] Edit Employee [Add Salary Component]: Step 5 - Select 'Pay Frequency' dropdown with value 'Monthly on first pay of month.' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 21:16:16,093] Edit Employee [Add Salary Component]: Step 6 - Select 'Currency' dropdown with value 'United States Dollar' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 21:16:16,248] Edit Employee [Add Salary Component]: Step 7 - Enter to 'Amount' textbox with value 'United States Dollar' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 21:16:16,397] Edit Employee [Add Salary Component]: Step 8 - Enter to 'Comment' textbox with value 'Auto add salary component.' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 21:16:16,547] Edit Employee [Add Salary Component]: Step 9 - Click on Save button at 'Assigned Salary Components' form
[INFO ] [2021-06-19 21:16:18,301] Edit Employee [Personal Details]: Step 10 - Verify message saved successfully displayed: 'Successfully Saved'
[INFO ] [2021-06-19 21:16:18,403]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 21:16:18,403] Edit Employee [Personal Details]: Step 10 - Verify added salary successfully
[INFO ] [2021-06-19 21:16:18,447]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 21:16:18,494]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 21:16:18,542]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 21:16:18,586]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 21:16:18,633]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 21:16:18,638] Edit Employee [Report To]: Step 1 - Click on 'Report-to' tab
[INFO ] [2021-06-19 21:16:19,618] Edit Employee [Report To]: Step 2 - Click on Add button at 'Add Supervisor' form
[INFO ] [2021-06-19 21:16:19,728] Edit Employee [Report To]: Step 3 - Enter to 'Name' textbox with value 'Jasmine Morgan' at 'Add Supervisor' form
[INFO ] [2021-06-19 21:16:21,096] Edit Employee [Report To]: Step 4 - Select 'Reporting Method' dropdown with value 'Direct' at 'Add Supervisor' form
[INFO ] [2021-06-19 21:16:21,265] Edit Employee [Report To]: Step 5 - Click on Save button at 'Add Supervisor' form
[INFO ] [2021-06-19 21:16:22,927] Edit Employee [Report To]: Step 6 - Verify added Supervisor successfully
[INFO ] [2021-06-19 21:16:22,992]  -------------------------- PASSED -------------------------- 
